run_dir,stage,point_index,stiffness,sensitivity_norm,trajectory_sensitivity_norm
run_00CGPQte,shooting,11,123.80150210656869,475.3435232631858,NaN
run_00CGPQte,shooting,12,122.09339493704778,469.57011589220576,NaN
run_00CGPQte,shooting,13,119.72524357412628,461.63077183106844,NaN
run_00CGPQte,shooting,14,116.85288226219971,452.07732841600176,NaN
run_00CGPQte,shooting,15,113.52362698102488,441.05459064053156,NaN
run_00CGPQte,shooting,16,111.52334581052402,434.42319821795644,NaN
run_00CGPQte,shooting,17,107.5039632503288,420.9530576832076,NaN
run_00CGPQte,shooting,18,103.92217382203911,408.5674208973777,NaN
run_00CGPQte,shooting,19,100.7238936197327,396.8722660063815,NaN
run_00CGPQte,shooting,20,95.36915834962946,373.78366243522936,NaN
run_00CGPQte,shooting,21,92.68261640729031,348.3930094999062,NaN
run_00CGPQte,shooting,22,98.60926334262093,346.4820051757516,NaN
run_00CGPQte,shooting,23,113.23433163486285,398.1235431982275,NaN
run_00CGPQte,shooting,24,137.7890817859963,523.8770862407914,NaN
run_00CGPQte,shooting,25,171.6649097118854,709.2332826928649,NaN
run_00CGPQte,shooting,26,205.64838771774862,897.2977715477119,NaN
run_00CGPQte,shooting,27,189.0116170369868,882.7831600804221,NaN
run_00CGPQte,shooting,28,68.31257175554397,427.564145806431,NaN
run_00CGPQte,shooting,29,87.27132848001743,508.6138676389714,NaN
run_00CGPQte,shooting,30,36.68812574922679,380.5749933160193,NaN
run_00CGPQte,shooting,31,101.25056704435315,351.05165702573447,NaN
run_00CGPQte,shooting,32,59.180629673612856,271.72412331545996,NaN
run_00CGPQte,shooting,33,44.48239897505231,249.26663341712785,NaN
run_00CGPQte,shooting,34,38.718437854319546,232.98286982515893,NaN
run_00CGPQte,shooting,35,37.78453577096835,224.32698556338966,NaN
run_00CGPQte,shooting,36,36.19789238891503,210.1181395590469,NaN
run_00CGPQte,shooting,37,33.51906163584926,195.47963013043704,NaN
run_00CGPQte,shooting,38,31.176510547312223,185.2812854370969,NaN
run_00CGPQte,shooting,39,27.915778081440042,172.40119986865028,NaN
run_00CGPQte,shooting,40,23.959165166553507,157.6430278466715,NaN
run_00CGPQte,shooting,41,19.363549795746025,141.17580761968478,NaN
run_00CGPQte,shooting,42,14.235689639451767,123.81740770911867,NaN
run_00CGPQte,shooting,43,9.126568967660402,109.3241595697515,NaN
run_00CGPQte,shooting,44,5.542318063869971,108.44898749984038,NaN
run_00CGPQte,shooting,45,6.4761603729546335,128.73387382906066,NaN
run_00CGPQte,shooting,46,13.656647021294425,161.55888777080318,NaN
run_00CGPQte,shooting,47,14.854752889982688,260.7595951553511,NaN
run_00CGPQte,shooting,48,29.268639876795792,415.2639632419148,NaN
run_00CGPQte,shooting,49,88.9541113094372,1191.3568426194292,NaN
run_00CGPQte,shooting,50,101.70906328709702,3641.4989831351336,NaN
run_00CGPQte,shooting,51,30.193166221981784,4214.204673866416,NaN
run_00CGPQte,shooting,52,63.67664800769077,4050.5638207363504,NaN
run_00CGPQte,shooting,53,86.93892465838128,12625.972046630728,NaN
run_00CGPQte,shooting,54,44.96470136554334,17665.686483424273,NaN
run_00CGPQte,shooting,55,110.49440709137691,10294.131316697874,NaN
run_00CGPQte,shooting,56,104.05594206399125,17439.158599061,NaN
run_00CGPQte,shooting,57,101.09740761302622,28474.880222809687,NaN
run_00CGPQte,shooting,58,64.70962363157004,97245.82682828711,NaN
run_00CGPQte,shooting,59,115.27745219115872,358276.9392764388,NaN
run_00CGPQte,shooting,60,134.0350258234054,451364.2594872418,NaN
run_00CGPQte,shooting,61,66.44575320701492,84954.1662899075,NaN
run_00CGPQte,shooting,62,95.58554128250995,12390.905487259248,NaN
run_00CGPQte,shooting,63,208.92427355222267,6878.850670665254,NaN
